date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2021-04-26,5625,5675,5600,5625,65428000,0,0,0,0
2021-04-27,5625,5650,5475,5525,41552600,0,0,0,0
2021-04-28,5400,5575,5325,5350,72011700,0,0,0,0
2021-04-29,5350,5475,5350,5425,43203100,0,0,0,0
2021-04-30,5450,5600,5025,5250,714374500,0,0,0,0
2021-05-03,5450,5500,5400,5425,29451000,0,0,0,0
2021-05-04,5500,5575,5425,5500,39860400,0,0,0,0
2021-05-05,5525,5600,5475,5525,27270000,0,0,0,0
2021-05-06,5600,5600,5400,5425,34361400,0,0,0,0
2021-05-07,5450,5475,5275,5325,30771700,0,0,0,0
2021-05-10,5350,5425,5350,5375,25429700,0,0,0,0
2021-05-11,5400,5425,5175,5225,49162600,0,0,0,0
2021-05-17,5300,5325,5125,5175,47623100,0,0,0,0
2021-05-18,5150,5200,5100,5150,45784300,0,0,0,0
2021-05-19,5100,5125,5025,5050,47008800,0,0,0,0
2021-05-20,5050,5200,5025,5175,49746900,0,0,0,0
2021-05-21,5175,5225,5050,5050,43416900,0,0,0,0
2021-05-24,5100,5150,5025,5100,33540000,0,0,0,0
2021-05-25,5100,5150,5050,5075,45393500,0,0,0,0
2021-05-27,5100,5225,5075,5150,99709500,0,0,0,0
2021-05-28,5175,5225,5125,5150,24346700,0,0,0,0
2021-05-31,5250,5425,4710,4940,919839000,0,0,0,0
2021-06-02,5350,5350,5275,5325,43217400,0,0,0,0
2021-06-03,5350,5350,5275,5350,49012700,0,0,0,0
2021-06-04,5325,5350,5200,5225,35211100,0,0,0,0
2021-06-07,5225,5300,5200,5250,31693200,0,0,0,0
2021-06-08,5300,5325,5200,5275,35402300,0,0,0,0
2021-06-09,5275,5350,5225,5325,24331300,0,0,0,0
2021-06-10,5400,5425,5325,5400,42924200,0,0,0,0
2021-06-11,5400,5425,5250,5275,44421700,0,0,0,0
2021-06-14,5350,5350,5150,5175,40699500,0,0,0,0
2021-06-15,5175,5200,5125,5150,35915800,0,0,0,0
2021-06-16,5200,5200,5125,5150,29144900,0,0,0,0
2021-06-17,5125,5150,5075,5100,38074600,0,0,0,0
2021-06-18,5075,5125,4900,5000,112157600,0,0,0,0
2021-06-21,4920,4970,4760,4920,48183300,0,0,0,0
2021-06-22,4920,5025,4900,4920,47156200,0,0,0,0
2021-06-23,4980,5025,4920,4930,46351900,0,0,0,0
2021-06-24,4930,4980,4910,4940,24665200,0,0,0,0
2021-06-25,4940,4980,4910,4920,33125300,0,0,0,0
2021-06-28,4920,4930,4710,4710,53083400,0,0,0,0
2021-06-29,4730,4920,4710,4840,70425700,0,0,0,0
2021-06-30,4990,5100,4640,4720,759876500,0,0,0,0
2021-07-01,4990,5100,4950,5025,42856900,0,0,0,0
2021-07-02,5025,5075,4980,5000,22436900,0,0,0,0
