date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2011-08-31,6100,6250,4150,5050,542118000,0,0,0,0
2011-09-30,4975,5750,4575,5250,297835500,0,0,0,0
2011-10-31,5100,5250,4600,4700,331174000,0,0,0,0
2011-11-30,4700,4875,4500,4600,194935000,0,0,0,0
2011-12-31,4625,4975,4600,4800,229206000,0,0,0,0
2012-01-31,4850,5150,4800,5100,274516500,0,0,0,0
2012-02-29,5050,5200,4750,4850,247868500,0,0,0,0
2012-03-31,4850,4900,4575,4850,293465000,0,0,0,0
2012-04-30,4850,4900,4625,4725,226898500,0,0,0,0
2012-05-31,4675,4875,4400,4850,138668500,0,0,0,0
2012-06-30,4850,5650,4825,5400,379924000,0,0,0,0
2012-07-31,5400,5500,5100,5400,204715500,0,0,0,0
2012-08-31,5400,5650,5300,5650,212283500,0,0,0,0
2012-09-30,5600,6200,5550,5700,313156000,0,0,0,0
2012-10-31,5700,5900,5500,5850,171398000,0,0,0,0
2012-11-30,5900,6200,5450,5850,215508000,0,0,0,0
2012-12-31,5850,6200,5750,6050,324747000,0,0,0,0
2013-01-31,5950,7300,5950,7300,278254000,0,0,0,0
