variant_id,variant_label,date,active_ticker_count,available_ticker_count,target_selected_count
layer1_only,Layer 1 only,2000-08-10,0,1,0
layer1_only,Layer 1 only,2000-08-11,0,1,0
layer1_only,Layer 1 only,2000-08-14,0,1,0
layer1_only,Layer 1 only,2000-08-15,0,1,0
layer1_only,Layer 1 only,2000-08-16,0,1,0
layer1_only,Layer 1 only,2000-08-17,0,1,0
layer1_only,Layer 1 only,2000-08-18,0,1,0
layer1_only,Layer 1 only,2000-08-21,0,1,0
layer1_only,Layer 1 only,2000-08-22,0,1,0
layer1_only,Layer 1 only,2000-08-23,0,1,0
layer1_only,Layer 1 only,2000-08-24,0,1,0
layer1_only,Layer 1 only,2000-08-25,0,1,0
layer1_only,Layer 1 only,2000-08-28,0,1,0
layer1_only,Layer 1 only,2000-08-29,0,1,0
layer1_only,Layer 1 only,2000-08-30,0,1,0
layer1_only,Layer 1 only,2000-08-31,0,1,0
layer1_only,Layer 1 only,2000-09-01,0,1,0
layer1_only,Layer 1 only,2000-09-04,0,1,0
layer1_only,Layer 1 only,2000-09-05,0,2,0
layer1_only,Layer 1 only,2000-09-06,0,2,0
layer1_only,Layer 1 only,2000-09-07,0,2,0
layer1_only,Layer 1 only,2000-09-08,0,2,0
layer1_only,Layer 1 only,2000-09-11,0,2,0
layer1_only,Layer 1 only,2000-09-12,0,2,0
layer1_only,Layer 1 only,2000-09-13,0,2,0
layer1_only,Layer 1 only,2000-09-14,0,2,0
layer1_only,Layer 1 only,2000-09-15,0,2,0
layer1_only,Layer 1 only,2000-09-18,0,2,0
layer1_only,Layer 1 only,2000-09-19,0,2,0
layer1_only,Layer 1 only,2000-09-20,0,2,0
layer1_only,Layer 1 only,2000-09-21,0,2,0
layer1_only,Layer 1 only,2000-09-22,0,2,0
layer1_only,Layer 1 only,2000-09-25,0,2,0
layer1_only,Layer 1 only,2000-09-26,0,2,0
